prodcode,CodingSystem,productname,gemscriptcode,source
34813,prodcode,Imipramine 25mg tablets (A A H Pharmaceuticals Ltd),49846020,DEP100
34822,prodcode,Citalopram 20mg tablets (Zentiva),66152020,DEP100
34849,prodcode,Fluoxetine 20mg capsules (Tillomed Laboratories Ltd),66273020,DEP100
34856,prodcode,Fluoxetine 60mg capsules (Mylan Ltd),65464020,DEP100
34866,prodcode,Clomipramine 10mg capsules (A A H Pharmaceuticals Ltd),50946020,DEP100
34871,prodcode,Citalopram 20mg tablets (Actavis UK Ltd),67893020,DEP100
34872,prodcode,Imipramine 25mg Tablet (C P Pharmaceuticals Ltd),49838020,DEP100
34916,prodcode,Amitriptyline 10mg Tablet (Berk Pharmaceuticals Ltd),48490020,DEP100
34950,prodcode,Lofepramine 70mg tablets (Actavis UK Ltd),57022020,DEP100
34966,prodcode,Citalopram 20mg tablets (Teva UK Ltd),68045020,DEP100
34970,prodcode,Citalopram 20mg tablets (Niche Generics Ltd),66685020,DEP100
35021,prodcode,Paroxetine 10mg tablets,92043020,DEP100
35112,prodcode,Seroxat 10mg tablets (GlaxoSmithKline UK Ltd),93187020,DEP100
35258,prodcode,Sinepin 25mg capsules (Marlborough Pharmaceuticals Ltd),92457020,DEP100
35493,prodcode,Sinepin 50mg capsules (Marlborough Pharmaceuticals Ltd),92459020,DEP100
36746,prodcode,Citalopram 40mg tablets (A A H Pharmaceuticals Ltd),65386020,DEP100
36893,prodcode,Fluoxetine 20mg/5ml oral solution sugar free,93984020,DEP100
37256,prodcode,Prozep 20mg/5ml oral solution (Chemidex Pharma Ltd),93918020,DEP100
38274,prodcode,Clomipramine 50mg/5ml oral suspension,95021020,DEP100
38827,prodcode,Triptafen-M tablets (Mercury Pharma Group Ltd),95533020,DEP100
38890,prodcode,Fluoxetine 20mg Capsule (Milpharm Ltd),74425020,DEP100
39145,prodcode,Nortriptyline 10mg/5ml Liquid,65159020,DEP100
39359,prodcode,Venlafaxine 75mg modified-release tablets,96445020,DEP100
39360,prodcode,Venlafaxine 150mg modified-release tablets,96447020,DEP100
39770,prodcode,Tifaxin XL 75mg capsules (Genus Pharmaceuticals Ltd),96465020,DEP100
39809,prodcode,Tifaxin XL 150mg capsules (Genus Pharmaceuticals Ltd),96467020,DEP100
40048,prodcode,ViePax XL 75mg tablets (Dexcel-Pharma Ltd),96449020,DEP100
40049,prodcode,ViePax XL 150mg tablets (Dexcel-Pharma Ltd),96451020,DEP100
40054,prodcode,Venlafaxine 225mg modified-release tablets,96838020,DEP100
40059,prodcode,Venlalic XL 75mg tablets (Ethypharm UK Ltd),96834020,DEP100
40062,prodcode,Venlalic XL 150mg tablets (Ethypharm UK Ltd),96836020,DEP100
40092,prodcode,Vensir XL 150mg capsules (Morningside Healthcare Ltd),96357020,DEP100
40160,prodcode,Mirtazapine 30mg tablets (Actavis UK Ltd),68213020,DEP100
40165,prodcode,Paroxetine 30mg tablets (Actavis UK Ltd),67575020,DEP100
40277,prodcode,Vensir XL 75mg capsules (Morningside Healthcare Ltd),96355020,DEP100
40295,prodcode,Valdoxan 25mg tablets (Servier Laboratories Ltd),97030020,DEP100
40396,prodcode,Amitriptyline 50mg Tablet (Berk Pharmaceuticals Ltd),48491020,DEP100
40407,prodcode,Venlalic XL 225mg tablets (Ethypharm UK Ltd),96841020,DEP100
40494,prodcode,Agomelatine 25mg tablets,97028020,DEP100
40514,prodcode,Venaxx XL 150mg capsules (AMCo),97005020,DEP100
40515,prodcode,Venaxx XL 75mg capsules (AMCo),97003020,DEP100
40517,prodcode,Vexarin XL 150mg capsules (Mylan Ltd),96536020,DEP100
40726,prodcode,Escitalopram 20mg/ml oral drops sugar free,97169020,DEP100
40764,prodcode,ViePax 37.5mg tablets (Dexcel-Pharma Ltd),96439020,DEP100
40777,prodcode,Doxepin 25mg/5ml oral suspension,96353020,DEP100
40815,prodcode,Tardcaps XL 75mg capsules (IXL Pharma Ltd),96329020,DEP100
40817,prodcode,Tardcaps XL 150mg capsules (IXL Pharma Ltd),96331020,DEP100
40892,prodcode,Paroxetine 20mg tablets (Genus Pharmaceuticals Ltd),69754020,DEP100
40917,prodcode,ViePax 75mg tablets (Dexcel-Pharma Ltd),96441020,DEP100
41033,prodcode,Rodomel XL 75mg capsules (Teva UK Ltd),96239020,DEP100
41062,prodcode,Cipralex 20mg/ml oral drops (Lundbeck Ltd),97171020,DEP100
41299,prodcode,Politid XL 75mg capsules (Actavis UK Ltd),96473020,DEP100
41314,prodcode,Rodomel XL 150mg capsules (Teva UK Ltd),96241020,DEP100
41408,prodcode,Imipramine 25mg tablets (Teva UK Ltd),55369020,DEP100
41528,prodcode,Citalopram 10mg tablets (Teva UK Ltd),68042020,DEP100
41563,prodcode,Clomipramine 25mg capsules (IVAX Pharmaceuticals UK Ltd),57825020,DEP100
41597,prodcode,Clomipramine 50mg capsules (IVAX Pharmaceuticals UK Ltd),57826020,DEP100
41609,prodcode,Trazodone 50mg capsules (Teva UK Ltd),62361020,DEP100
41627,prodcode,Lofepramine 70mg Tablet (Teva UK Ltd),59282020,DEP100
41628,prodcode,Clomipramine 10mg capsules (IVAX Pharmaceuticals UK Ltd),57824020,DEP100
41654,prodcode,Tranylcypromine 10mg tablets (AMCo),65266020,DEP100
41681,prodcode,Imipramine 10mg tablets (A A H Pharmaceuticals Ltd),49845020,DEP100
41709,prodcode,Trazodone 100mg capsules (Teva UK Ltd),62362020,DEP100
41710,prodcode,Trazodone 100mg capsules (Zentiva),62275020,DEP100
41729,prodcode,Amitriptyline 25mg Tablet (Celltech Pharma Europe Ltd),48502020,DEP100
41731,prodcode,Isocarboxazid 10mg Tablet (Cambridge Laboratories Ltd),59180020,DEP100
41747,prodcode,Moclobemide 150mg tablets (Teva UK Ltd),63795020,DEP100
42078,prodcode,Amitriptyline 25mg tablets (Almus Pharmaceuticals Ltd),70948020,DEP100
42107,prodcode,Fluoxetine 20mg capsules (Niche Generics Ltd),61420020,DEP100
42228,prodcode,Trimipramine 10mg tablets (A A H Pharmaceuticals Ltd),71733020,DEP100
42247,prodcode,Imipramine 25mg/5ml oral solution sugar free,97872020,DEP100
42387,prodcode,Sertraline 50mg tablets (Actavis UK Ltd),72034020,DEP100
42394,prodcode,Amitriptyline 25mg Tablet (Crosspharma Ltd),48513020,DEP100
42499,prodcode,Fluoxetine 10mg tablets,98001020,DEP100
42600,prodcode,Vexarin XL 75mg capsules (Mylan Ltd),96534020,DEP100
42660,prodcode,Citalopram 10mg tablets (Almus Pharmaceuticals Ltd),71373020,DEP100
42734,prodcode,Dosulepin 75mg tablets (Almus Pharmaceuticals Ltd),68383020,DEP100
42803,prodcode,Fluoxetine 20mg/5ml oral solution (IVAX Pharmaceuticals UK Ltd),66129020,DEP100
43024,prodcode,Dosulepin 100mg/5ml oral solution,97461020,DEP100
43203,prodcode,Venlafaxine 75mg modified-release capsules (Sandoz Ltd),96614020,DEP100
43234,prodcode,Mirtazapine 45mg orodispersible tablets (Teva UK Ltd),74033020,DEP100
43235,prodcode,Mirtazapine 45mg orodispersible tablets (A A H Pharmaceuticals Ltd),74708020,DEP100
43236,prodcode,Mirtazapine 45mg orodispersible tablets (Actavis UK Ltd),74668020,DEP100
43237,prodcode,Mirtazapine 15mg orodispersible tablets (Teva UK Ltd),74026020,DEP100
43239,prodcode,Mirtazapine 15mg tablets (A A H Pharmaceuticals Ltd),69827020,DEP100
43241,prodcode,Mirtazapine 15mg orodispersible tablets (Aurobindo Pharma Ltd),76512020,DEP100
43242,prodcode,Mirtazapine 15mg tablets (Genus Pharmaceuticals Ltd),71074020,DEP100
43246,prodcode,Mirtazapine 15mg orodispersible tablets (Genus Pharmaceuticals Ltd),74967020,DEP100
43247,prodcode,Mirtazapine 45mg orodispersible tablets (Genus Pharmaceuticals Ltd),74977020,DEP100
43248,prodcode,Mirtazapine 15mg orodispersible tablets (Focus Pharmaceuticals Ltd),74684020,DEP100
43250,prodcode,Mirtazapine 30mg orodispersible tablets (A A H Pharmaceuticals Ltd),74705020,DEP100
43253,prodcode,Mirtazapine 15mg orodispersible tablets (A A H Pharmaceuticals Ltd),74702020,DEP100
43256,prodcode,Mirtazapine 45mg orodispersible tablets (Focus Pharmaceuticals Ltd),74689020,DEP100
43257,prodcode,Mirtazapine 15mg tablets (Teva UK Ltd),75309020,DEP100
43334,prodcode,Venlafaxine 150mg modified-release capsules (Sandoz Ltd),96616020,DEP100
43518,prodcode,Fluvoxamine 100mg tablets (IVAX Pharmaceuticals UK Ltd),60735020,DEP100
43519,prodcode,Citalopram 40mg Tablet (Neo Laboratories Ltd),65262020,DEP100
43534,prodcode,Lofepramine 70mg/5ml Oral suspension (Rosemont Pharmaceuticals Ltd),55646020,DEP100
43561,prodcode,Clomipramine 10mg capsules (Teva UK Ltd),54669020,DEP100
43673,prodcode,Politid XL 150mg capsules (Actavis UK Ltd),96475020,DEP100
43968,prodcode,Foraven XL 75mg capsules (Forum Products Ltd),97351020,DEP100
44853,prodcode,Dosulepin 25mg capsules (Kent Pharmaceuticals Ltd),63443020,DEP100
44861,prodcode,Fluvoxamine 100mg tablets (Actavis UK Ltd),62693020,DEP100
44936,prodcode,Venlaneo XL 150mg capsules (Kent Pharmaceuticals Ltd),99210020,DEP100
44937,prodcode,Venlaneo XL 75mg capsules (Kent Pharmaceuticals Ltd),99208020,DEP100
44944,prodcode,Sertraline 100mg tablets (Teva UK Ltd),72095020,DEP100
45223,prodcode,Citalopram 40mg tablets (Niche Generics Ltd),66688020,DEP100
45224,prodcode,Fluoxetine 20mg capsules (Sandoz Ltd),61387020,DEP100
45226,prodcode,Trimipramine 25mg tablets (A A H Pharmaceuticals Ltd),71736020,DEP100
45233,prodcode,Amitriptyline 10mg tablets (IVAX Pharmaceuticals UK Ltd),48522020,DEP100
45242,prodcode,Amitriptyline 10mg Tablet (Sussex Pharmaceutical Ltd),48533020,DEP100
45247,prodcode,Fluoxetine 20mg capsules (Fannin UK Ltd),62975020,DEP100
45286,prodcode,Citalopram 10mg tablets (Niche Generics Ltd),66680020,DEP100
45304,prodcode,Citalopram 40mg tablets (Teva UK Ltd),68049020,DEP100
45316,prodcode,Fluoxetine 20mg capsules (Wockhardt UK Ltd),61439020,DEP100
45318,prodcode,Clomipramine 50mg capsules (A A H Pharmaceuticals Ltd),50948020,DEP100
45329,prodcode,Fluoxetine 20mg capsules (Actavis UK Ltd),61452020,DEP100
45350,prodcode,Clomipramine 25mg capsules (Teva UK Ltd),54670020,DEP100
45664,prodcode,Depefex XL 150mg capsules (Chiesi Ltd),98863020,DEP100
45737,prodcode,Dosulepin 25mg/5ml Oral solution (Rosemont Pharmaceuticals Ltd),55642020,DEP100
45806,prodcode,Venlafaxine 37.5mg modified-release tablets,99679020,DEP100
45818,prodcode,Venlalic XL 37.5mg tablets (Ethypharm UK Ltd),99681020,DEP100
45915,prodcode,Sertraline 50mg tablets (Almus Pharmaceuticals Ltd),75620020,DEP100
45959,prodcode,Depefex XL 75mg capsules (Chiesi Ltd),98861020,DEP100
46668,prodcode,Mirtazapine 15mg tablets (Arrow Generics Ltd),70353020,DEP100
46801,prodcode,Amitriptyline 10mg/5ml oral solution,503021,DEP100
46818,prodcode,Amitriptyline 10mg/5ml oral suspension,505021,DEP100
46926,prodcode,Citalopram 40mg tablets (Zentiva),66160020,DEP100
46970,prodcode,Amitriptyline 50mg tablets (IVAX Pharmaceuticals UK Ltd),48524020,DEP100
46977,prodcode,Citalopram 40mg tablets (Actavis UK Ltd),67898020,DEP100
47363,prodcode,Mianserin 20mg Tablet (Berk Pharmaceuticals Ltd),50103020,DEP100
47945,prodcode,Mirtazapine 30mg tablets (A A H Pharmaceuticals Ltd),68484020,DEP100
47966,prodcode,Mirtazapine 15mg/ml oral solution sugar free (Rosemont Pharmaceuticals Ltd),68128020,DEP100
48026,prodcode,Citalopram 20mg tablets (Almus Pharmaceuticals Ltd),71376020,DEP100
48045,prodcode,Fluvoxamine 100mg tablets (A A H Pharmaceuticals Ltd),66244020,DEP100
48065,prodcode,Amitriptyline oral solution,92481020,DEP100
48185,prodcode,Mirtazapine 30mg orodispersible tablets (Almus Pharmaceuticals Ltd),78577020,DEP100
48199,prodcode,Ranfaxine XL 75mg capsules (Ranbaxy (UK) Ltd),97656020,DEP100
48216,prodcode,Nortriptyline 25mg tablets (A A H Pharmaceuticals Ltd),77778020,DEP100
48220,prodcode,Prozac 20mg capsules (Lexon (UK) Ltd),3837020,DEP100
48698,prodcode,Mirtazapine 15mg orodispersible tablets sugar free,41252020,DEP100
49165,prodcode,Citalopram 10mg tablets (Alliance Healthcare (Distribution) Ltd),4004020,DEP100
49511,prodcode,Venlablue XL 75mg capsules (Bluefish Pharmaceuticals AB),3965020,DEP100
49519,prodcode,Sertraline 100mg/5ml oral suspension,20738020,DEP100
49820,prodcode,Mirtazapine 45mg orodispersible tablets sugar free,41254020,DEP100
50081,prodcode,Venlablue XL 150mg capsules (Bluefish Pharmaceuticals AB),3976020,DEP100
50592,prodcode,Fluanxol 1mg tablets (Sigma Pharmaceuticals Plc),3818020,DEP100
50722,prodcode,Dosulepin 25mg/5ml oral solution,19725020,DEP100
50892,prodcode,Zispin SolTab 15mg orodispersible tablets (Necessity Supplies Ltd),9892020,DEP100
50934,prodcode,Venlafaxine 150mg/5ml oral solution,35355020,DEP100
51280,prodcode,Efexor XL 150mg capsules (Waymade Healthcare Plc),3970020,DEP100
51361,prodcode,Venlafaxine 37.5mg tablets (Ranbaxy (UK) Ltd),3942020,DEP100
51383,prodcode,Duloxetine 60mg gastro-resistant capsules (Sigma Pharmaceuticals Plc),10967020,DEP100
51699,prodcode,Venlafaxine 37.5mg/5ml oral solution,35357020,DEP100
51758,prodcode,Prothiaden 25mg capsules (Stephar (U.K.) Ltd),3717020,DEP100
52074,prodcode,Alventa XL 75mg capsules (Consilient Health Ltd),3966020,DEP100
52100,prodcode,Citalopram 10mg tablets (Arrow Generics Ltd),4007020,DEP100
52354,prodcode,Citalopram 20mg tablets (DE Pharmaceuticals),38526020,DEP100
52408,prodcode,Citalopram 10mg tablets (Kent Pharmaceuticals Ltd),4003020,DEP100
52516,prodcode,Alventa XL 150mg capsules (Consilient Health Ltd),3977020,DEP100
52607,prodcode,Citalopram 20mg tablets (Bristol Laboratories Ltd),3997020,DEP100
52716,prodcode,Tonpular XL 75mg capsules (Wockhardt UK Ltd),98348020,DEP100
52824,prodcode,Citalopram 10mg tablets (PLIVA Pharma Ltd),71214020,DEP100
52867,prodcode,Amitriptyline 10mg tablets (Accord Healthcare Ltd),3674020,DEP100
53161,prodcode,Clomipramine 50mg/5ml oral solution,19451020,DEP100
53187,prodcode,Clomipramine 50mg capsules (Kent Pharmaceuticals Ltd),3701020,DEP100
53321,prodcode,Mirtazapine 15mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd),21206020,DEP100
53326,prodcode,Venlafaxine 75mg/5ml oral solution,35359020,DEP100
53394,prodcode,Citalopram 20mg tablets (Alliance Healthcare (Distribution) Ltd),3985020,DEP100
53543,prodcode,Zispin SolTab 30mg orodispersible tablets (Necessity Supplies Ltd),9905020,DEP100
53648,prodcode,Mirtazapine 30mg orodispersible tablets (Actavis UK Ltd),74665020,DEP100
53699,prodcode,Mirtazapine 15mg tablets (Actavis UK Ltd),76425020,DEP100
53787,prodcode,Citalopram 10mg tablets (Bristol Laboratories Ltd),4011020,DEP100
53808,prodcode,Trimipramine 10mg tablets (Phoenix Healthcare Distribution Ltd),3784020,DEP100
54012,prodcode,Mirtazapine 15mg orodispersible tablets sugar free (Sandoz Ltd),41253020,DEP100
54081,prodcode,Sertraline 25mg/5ml oral suspension,33816020,DEP100
54342,prodcode,Mirtazapine 15mg tablets (Medreich Plc),38595020,DEP100
54644,prodcode,Mirtazapine 15mg tablets (Pfizer Ltd),9876020,DEP100
54686,prodcode,Tryptophan 500mg capsules,47014020,DEP100
54747,prodcode,Optimax 500mg capsules (Intrapharm Laboratories Ltd),47015020,DEP100
54792,prodcode,Mirtazapine 30mg tablets (Alliance Healthcare (Distribution) Ltd),4053020,DEP100
54826,prodcode,Sertraline 150mg/5ml oral suspension,33812020,DEP100
54827,prodcode,Citalopram 10mg/5ml oral suspension,30393020,DEP100
54877,prodcode,Amitriptyline 25mg tablets (Accord Healthcare Ltd),3679020,DEP100
54933,prodcode,Sertraline 100mg tablets (PLIVA Pharma Ltd),72071020,DEP100
55023,prodcode,Paroxetine 20mg tablets (Medreich Plc),45165020,DEP100
55033,prodcode,Citalopram 40mg tablets (DE Pharmaceuticals),38528020,DEP100
55137,prodcode,Trazodone 150mg/5ml oral suspension,34736020,DEP100
55138,prodcode,Trazodone 250mg/5ml oral solution,34738020,DEP100
55139,prodcode,Amitriptyline 25mg tablets (Alliance Healthcare (Distribution) Ltd),3675020,DEP100
55146,prodcode,Sertraline 100mg tablets (A A H Pharmaceuticals Ltd),71728020,DEP100
55424,prodcode,Venlafaxine,95179020,DEP100
55482,prodcode,Mirtazapine 15mg orodispersible tablets (Mylan Ltd),77222020,DEP100
55488,prodcode,Sertraline 50mg tablets (Teva UK Ltd),72091020,DEP100
55491,prodcode,Amitriptyline 10mg tablets (Almus Pharmaceuticals Ltd),70945020,DEP100
55501,prodcode,Venlafaxine 150mg Modified-release capsule (Hillcross Pharmaceuticals Ltd),76126020,DEP100
55537,prodcode,Seroxat 30mg tablets (Lexon (UK) Ltd),3921020,DEP100
55970,prodcode,Nortriptyline 10mg tablets (King Pharmaceuticals Ltd),3751020,DEP100
56009,prodcode,Citalopram 20mg tablets (Arrow Generics Ltd),3990020,DEP100
56209,prodcode,Mirtazapine 30mg tablets (Phoenix Healthcare Distribution Ltd),4060020,DEP100
56229,prodcode,Lofepramine 70mg/5ml oral solution,32936020,DEP100
56292,prodcode,Citalopram 40mg/ml oral drops sugar free (Actavis UK Ltd),4037020,DEP100
56355,prodcode,Citalopram 10mg tablets (Waymade Healthcare Plc),47301020,DEP100
56457,prodcode,Venlafaxine 75mg tablets (Teva UK Ltd),76076020,DEP100
56501,prodcode,Tofranil 25mg tablets (Lexon (UK) Ltd),3734020,DEP100
56662,prodcode,Venlafaxine 37.5mg tablets (A A H Pharmaceuticals Ltd),76115020,DEP100
56703,prodcode,Lofepramine 70mg tablets (Sandoz Ltd),60806020,DEP100
57107,prodcode,Amitriptyline 10mg tablets (Phoenix Healthcare Distribution Ltd),3673020,DEP100
57226,prodcode,Trazodone 25mg/5ml oral suspension,34744020,DEP100
57532,prodcode,Prozac 20mg capsules (Waymade Healthcare Plc),3831020,DEP100
57751,prodcode,Tonpular XL 150mg capsules (Wockhardt UK Ltd),98350020,DEP100
57926,prodcode,Dosulepin 75mg/5ml oral solution,19721020,DEP100
57936,prodcode,Citalopram 40mg/ml oral drops sugar free (A A H Pharmaceuticals Ltd),76354020,DEP100
57972,prodcode,Amitriptyline 10mg tablets (Alliance Healthcare (Distribution) Ltd),3671020,DEP100
57978,prodcode,Trimipramine 25mg tablets (Waymade Healthcare Plc),47285020,DEP100
58291,prodcode,Mirtazapine 15mg orodispersible tablets (Pfizer Ltd),9888020,DEP100
58476,prodcode,Citalopram 20mg tablets (Aurobindo Pharma Ltd),4002020,DEP100
58625,prodcode,Mirtazapine 45mg tablets (Actavis UK Ltd),76428020,DEP100
58664,prodcode,Sertraline 50mg tablets (Mylan Ltd),72232020,DEP100
58723,prodcode,Sertraline 50mg tablets (Accord Healthcare Ltd),39811020,DEP100
58837,prodcode,Venlafaxine 37.5mg modified-release capsules,20695021,DEP100
59035,prodcode,Venlablue XL 37.5mg capsules (Bluefish Pharmaceuticals AB),20696021,DEP100
59161,prodcode,Amitriptyline 10mg tablets (Waymade Healthcare Plc),47269020,DEP100
59193,prodcode,Citalopram 10mg tablets (Ranbaxy (UK) Ltd),69079020,DEP100
59288,prodcode,Paroxetine 10mg tablets (Actavis UK Ltd),45504020,DEP100
59358,prodcode,Fluoxetine 20mg capsules (Milpharm Ltd),3843020,DEP100
59563,prodcode,Venlafaxine 75mg modified-release capsules (Kent Pharmaceuticals Ltd),3963020,DEP100
59593,prodcode,Fluanxol 500microgram tablets (Lexon (UK) Ltd),3813020,DEP100
59600,prodcode,Sertraline 100mg tablets (Almus Pharmaceuticals Ltd),75616020,DEP100
59650,prodcode,Citalopram 10mg tablets (Aurobindo Pharma Ltd),4014020,DEP100
59694,prodcode,Mirtazapine 30mg orodispersible tablets (Phoenix Healthcare Distribution Ltd),9903020,DEP100
59820,prodcode,Amitriptyline 50mg/5ml oral solution sugar free (Wockhardt UK Ltd),77899020,DEP100
59923,prodcode,Venlafaxine 37.5mg tablets (Bristol Laboratories Ltd),43833020,DEP100
59931,prodcode,Trazodone 50mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd),78020020,DEP100
59953,prodcode,Mirtazapine 15mg tablets (Almus Pharmaceuticals Ltd),9878020,DEP100
59954,prodcode,Mirtazapine 45mg tablets (Almus Pharmaceuticals Ltd),9912020,DEP100
60138,prodcode,Fluoxetine 20mg orodispersible tablets sugar free,23601021,DEP100
60355,prodcode,Amitriptyline 25mg tablets (Phoenix Healthcare Distribution Ltd),3678020,DEP100
60370,prodcode,Zispin SolTab 15mg orodispersible tablets (Mawdsley-Brooks & Company Ltd),9889020,DEP100
60410,prodcode,Amitriptyline 25mg/5ml oral solution sugar free (Wockhardt UK Ltd),77894020,DEP100
60449,prodcode,Venlafaxine 75mg tablets (A A H Pharmaceuticals Ltd),76118020,DEP100
60534,prodcode,Fluoxetine 20mg dispersible tablets sugar free,24094021,DEP100
60538,prodcode,Mirtazapine 30mg tablets (DE Pharmaceuticals),23710021,DEP100
60549,prodcode,Venlafaxine 150mg modified-release capsules (Kent Pharmaceuticals Ltd),3975020,DEP100
60568,prodcode,Citalopram 20mg tablets (Waymade Healthcare Plc),47300020,DEP100
60591,prodcode,Lofepramine 70mg tablets (Teva UK Ltd),75291020,DEP100
60619,prodcode,Fluoxetine 20mg/5ml oral solution (Kent Pharmaceuticals Ltd),3844020,DEP100
60839,prodcode,Citalopram 40mg tablets (Almus Pharmaceuticals Ltd),71379020,DEP100
60888,prodcode,Citalopram 10mg tablets (Sigma Pharmaceuticals Plc),4010020,DEP100
60895,prodcode,Venlafaxine 37.5mg tablets (Teva UK Ltd),76073020,DEP100
60962,prodcode,Fluoxetine 20mg capsules (Alliance Healthcare (Distribution) Ltd),3830020,DEP100
61335,prodcode,Prozac 20mg capsules (Mawdsley-Brooks & Company Ltd),3838020,DEP100
61503,prodcode,Sertraline 100mg tablets (Actavis UK Ltd),72038020,DEP100
61547,prodcode,Mirtazapine 15mg/ml oral solution sugar free (DE Pharmaceuticals),24001021,DEP100
61657,prodcode,Trazodone 75mg/5ml oral solution,34750020,DEP100
61835,prodcode,Amitriptyline 10mg tablets (DE Pharmaceuticals),16423021,DEP100
61842,prodcode,Trazodone 50mg/5ml oral solution,34746020,DEP100
61856,prodcode,Mirtazapine 15mg orodispersible tablets (Consilient Health Ltd),9884020,DEP100
62155,prodcode,Fluoxetine 20mg capsules (Phoenix Healthcare Distribution Ltd),3839020,DEP100
62620,prodcode,Clomipramine 10mg capsules (Mylan Ltd),60329020,DEP100
62681,prodcode,Dosulepin 75mg tablets (Sandoz Ltd),66768020,DEP100
62688,prodcode,Duloxetine 30mg gastro-resistant capsules (Sigma Pharmaceuticals Plc),10980020,DEP100
62692,prodcode,Sertraline 100mg tablets (Bristol Laboratories Ltd),3894020,DEP100
62693,prodcode,Sertraline 50mg tablets (Bristol Laboratories Ltd),3875020,DEP100
62734,prodcode,Venlafaxine 150mg/5ml oral suspension,35023020,DEP100
62819,prodcode,Sertraline 12.5mg/5ml oral suspension,33810020,DEP100
62927,prodcode,Sertraline 50mg tablets (Wockhardt UK Ltd),72107020,DEP100
62950,prodcode,Sertraline 100mg tablets (Accord Healthcare Ltd),39812020,DEP100
63268,prodcode,Venlafaxine 75mg/5ml oral suspension,35361020,DEP100
63276,prodcode,Nortriptyline 25mg tablets (Alliance Healthcare (Distribution) Ltd),3761020,DEP100
63370,prodcode,Duloxetine 30mg gastro-resistant capsules (Mawdsley-Brooks & Company Ltd),10981020,DEP100
63403,prodcode,Mirtazapine 30mg tablets (Teva UK Ltd),69054020,DEP100
63441,prodcode,Citalopram 10mg tablets (Rivopharm (UK) Ltd),44246021,DEP100
63481,prodcode,Sertraline 50mg tablets (Aurobindo Pharma Ltd),3878020,DEP100
63763,prodcode,Duloxetine 60mg gastro-resistant capsules (A A H Pharmaceuticals Ltd),48890021,DEP100
63859,prodcode,Venlafaxine 75mg tablets (Waymade Healthcare Plc),47297020,DEP100
63916,prodcode,Escitalopram 10mg tablets (Actavis UK Ltd),26791021,DEP100
63953,prodcode,Cipramil 20mg tablets (DE Pharmaceuticals),3994020,DEP100
64101,prodcode,Mirtazapine 15mg orodispersible tablets (Actavis UK Ltd),74662020,DEP100
64139,prodcode,Mirtazapine 45mg orodispersible tablets (Mylan Ltd),77228020,DEP100
64141,prodcode,Amitriptyline 5mg/5ml oral solution,18973020,DEP100
64223,prodcode,Mirtazapine 45mg tablets (Teva UK Ltd),75313020,DEP100
64330,prodcode,Amitriptyline 50mg tablets (Almus Pharmaceuticals Ltd),70951020,DEP100
64423,prodcode,Citalopram 10mg tablets (Accord Healthcare Ltd),4013020,DEP100
64442,prodcode,Duloxetine 60mg gastro-resistant capsules (Teva UK Ltd),52348021,DEP100
64458,prodcode,Clomipramine 25mg/5ml oral suspension,19449020,DEP100
64647,prodcode,Amitriptyline 25mg tablets (DE Pharmaceuticals),16424021,DEP100
64785,prodcode,Paroxetine 30mg tablets (Alliance Healthcare (Distribution) Ltd),3913020,DEP100
65152,prodcode,Trazodone 100mg/5ml oral solution,34726020,DEP100
65213,prodcode,Trimipramine 50mg/5ml oral solution,34986020,DEP100
65237,prodcode,Nortriptyline 10mg tablets (A A H Pharmaceuticals Ltd),77775020,DEP100
65439,prodcode,Amitriptyline 25mg tablets (Sandoz Ltd),68492020,DEP100
65445,prodcode,Trimipramine 50mg capsules (A A H Pharmaceuticals Ltd),71739020,DEP100
65555,prodcode,Mirtazapine 15mg orodispersible tablets (Sigma Pharmaceuticals Plc),9886020,DEP100
65618,prodcode,Duloxetine 30mg gastro-resistant capsules (A A H Pharmaceuticals Ltd),48892021,DEP100
65666,prodcode,Venlafaxine 225mg modified-release capsules,60861021,DEP100
65738,prodcode,Efexor 37.5mg tablets (Sigma Pharmaceuticals Plc),3939020,DEP100
65762,prodcode,Clomipramine 25mg capsules (Waymade Healthcare Plc),47275020,DEP100
65771,prodcode,Sertraline 200mg/5ml oral suspension (Special Order),52635021,DEP100
65804,prodcode,Clomipramine 50mg capsules (Teva UK Ltd),54671020,DEP100
65809,prodcode,Duloxetine 30mg gastro-resistant capsules (Actavis UK Ltd),48893021,DEP100
65879,prodcode,Amitriptyline 10mg tablets (Sigma Pharmaceuticals Plc),52215021,DEP100
65888,prodcode,Duloxetine 60mg gastro-resistant capsules (Actavis UK Ltd),48889021,DEP100
65892,prodcode,Duloxetine 60mg gastro-resistant capsules (Mawdsley-Brooks & Company Ltd),53770021,DEP100
65899,prodcode,Efexor XL 225mg capsules (Pfizer Ltd),60862021,DEP100
65987,prodcode,Amitriptyline 25mg tablets (Crescent Pharma Ltd),48019021,DEP100
47,prodcode,Diazepam 5mg tablets,58981020,EPI039
107,prodcode,Phenytoin 25mg capsule,65732020,EPI039
202,prodcode,Phenobarbital 15mg/5ml elixir,55605020,EPI039
209,prodcode,Primidone 250mg/5ml oral suspension,66215020,EPI039
432,prodcode,Carbamazepine 100mg tablets,59758020,EPI039
584,prodcode,Sodium valproate 200mg gastro-resistant tablets,69070020,EPI039
596,prodcode,Carbamazepine 100mg/5ml oral suspension sugar free,60388020,EPI039
